t  meta_n  emi mean_cth  mean_gamma
0  114033  0.446264  0.909058  0.899127
100  105269  0.203749  0.956375  0.857212
200  105999  0.195886  0.954211  0.825256
300  105273  0.187674  0.94758  0.806449
400  105725  0.188759  0.943268  0.79081
500  105915  0.179972  0.939283  0.770731
600  105083  0.181696  0.932488  0.766642
700  105833  0.191386  0.930467  0.764132
800  105505  0.182576  0.92259  0.740602
900  105964  0.180233  0.92248  0.736237
1000  105090  0.179665  0.918498  0.724905
1100  105556  0.179042  0.92145  0.727681
1200  106494  0.186923  0.915393  0.720486
1300  105862  0.17812  0.917304  0.719743
1400  106829  0.190117  0.91512  0.724896
1500  106008  0.187702  0.917096  0.729626
1600  105823  0.173946  0.914545  0.719472
1700  105827  0.173204  0.909897  0.701616
1800  106598  0.178403  0.908984  0.698423
1900  105707  0.178026  0.908258  0.703246
2000  105531  0.178856  0.903764  0.686794
2100  105156  0.174016  0.906668  0.688207
2200  105997  0.17379  0.902291  0.680393
2300  105735  0.166278  0.904599  0.69519
2400  105932  0.180453  0.90171  0.692726
2500  105477  0.178292  0.900608  0.696573
2600  105582  0.171924  0.896817  0.684191
2700  105993  0.179004  0.90224  0.704344
2800  106082  0.168192  0.903689  0.706333
2900  106016  0.170403  0.904394  0.709778
3000  105932  0.174225  0.903907  0.715461
3100  106067  0.17945  0.902928  0.719352
3200  106362  0.172083  0.904156  0.716691
3300  106148  0.172823  0.900623  0.714971
3400  105888  0.159599  0.89409  0.699392
3500  106117  0.173579  0.893605  0.696547
3600  106533  0.172122  0.893331  0.697834
3700  106257  0.171614  0.890692  0.693902
3800  105183  0.169951  0.888228  0.692998
3900  106727  0.17019  0.891785  0.701352
4000  106461  0.167022  0.890936  0.702401
4100  105485  0.169898  0.890225  0.70262
4200  106352  0.170211  0.891003  0.708553
4300  105804  0.168076  0.892923  0.709456
4400  106194  0.169353  0.89225  0.710011
4500  106926  0.17042  0.892217  0.710266
4600  106765  0.17024  0.893648  0.719531
4700  106164  0.171193  0.8947  0.714671
4800  106536  0.168585  0.897349  0.723095
4900  106375  0.166462  0.899019  0.728183
5000  106297  0.167098  0.899139  0.729816
5100  106710  0.172294  0.898795  0.729964
5200  106627  0.166201  0.901417  0.737
5300  106496  0.170103  0.905071  0.743936
5400  106308  0.166213  0.90403  0.744106
5500  106632  0.166517  0.901305  0.742979
5600  106606  0.167227  0.901543  0.744326
5700  106378  0.164233  0.903597  0.752775
5800  105765  0.165927  0.903601  0.756032
5900  106658  0.167106  0.90287  0.758853
6000  105684  0.1687  0.902902  0.761459
6100  106594  0.177775  0.900574  0.757894
6200  106747  0.175738  0.897282  0.753405
6300  106420  0.167129  0.897844  0.755089
6400  105719  0.170391  0.896535  0.75425
6500  106394  0.166913  0.894975  0.749875
6600  106047  0.167081  0.89609  0.752113
6700  107123  0.171455  0.896891  0.751864
6800  106572  0.174584  0.894899  0.746825
6900  106214  0.168668  0.892751  0.743101
7000  105823  0.168851  0.892261  0.741732
7100  106466  0.163478  0.892981  0.743931
7200  107060  0.17364  0.893764  0.747958
7300  106880  0.172138  0.892953  0.746486
7400  106507  0.168717  0.893321  0.750028
7500  106689  0.163226  0.890874  0.747325
7600  106391  0.175672  0.89063  0.746703
7700  106311  0.170573  0.891423  0.749258
7800  106065  0.175407  0.893044  0.754295
7900  106295  0.165462  0.891119  0.749216
8000  106763  0.171449  0.892383  0.752661
8100  104989  0.162709  0.890641  0.74854
8200  105855  0.162696  0.891072  0.749807
8300  106023  0.171019  0.893432  0.757415
8400  106374  0.167278  0.893343  0.758818
8500  106221  0.176535  0.894922  0.762954
8600  106622  0.169994  0.893063  0.755402
8700  105897  0.166968  0.895254  0.761759
8800  105556  0.169562  0.899112  0.771243
8900  106395  0.173421  0.898178  0.770843
9000  107559  0.169487  0.899915  0.775927
9100  106511  0.173621  0.900379  0.780103
9200  105574  0.172826  0.897997  0.776236
9300  105809  0.173064  0.897452  0.775826
9400  105622  0.171661  0.897099  0.773791
9500  105873  0.170414  0.895065  0.767473
9600  106205  0.170817  0.895526  0.770072
9700  105870  0.170268  0.896471  0.77232
9800  107187  0.172152  0.896615  0.774413
9900  105413  0.176149  0.895786  0.773264
