t  meta_n  emi mean_cth  mean_gamma
0  113757  0.447168  0.910858  0.899058
100  105301  0.194694  0.979923  0.845985
200  105575  0.186881  0.959128  0.789781
300  105741  0.180802  0.944424  0.744006
400  105556  0.186812  0.923393  0.69286
500  105468  0.183798  0.906999  0.663305
600  105710  0.184005  0.891474  0.619084
700  106195  0.181875  0.885984  0.592747
800  106069  0.179775  0.87924  0.567548
900  106691  0.184215  0.868092  0.54938
1000  106402  0.182069  0.857028  0.520469
1100  106298  0.184573  0.849906  0.505773
1200  105898  0.184066  0.846823  0.497821
1300  107314  0.183581  0.841793  0.484955
1400  105263  0.182189  0.84037  0.471453
1500  105648  0.17354  0.834801  0.460873
1600  106716  0.182938  0.835894  0.47511
1700  106099  0.179973  0.834941  0.460831
1800  107446  0.179511  0.834943  0.461539
1900  105611  0.174186  0.837275  0.469079
2000  106115  0.176965  0.837922  0.468806
2100  106264  0.1751  0.835207  0.470578
2200  106831  0.178904  0.834814  0.468957
2300  106731  0.18432  0.83443  0.466644
2400  105764  0.175113  0.833075  0.465803
2500  105837  0.173931  0.831473  0.455146
2600  106820  0.175826  0.831483  0.456774
2700  106453  0.172442  0.831623  0.453551
2800  105185  0.169645  0.833493  0.466253
2900  107289  0.173577  0.831066  0.453077
3000  104721  0.166708  0.830641  0.455504
3100  105440  0.170816  0.829971  0.45992
3200  106278  0.172095  0.83259  0.466622
3300  105133  0.165143  0.832448  0.456737
3400  107178  0.173274  0.831032  0.464918
3500  106453  0.172199  0.831546  0.464775
3600  106607  0.167283  0.83093  0.463204
3700  106205  0.168787  0.829086  0.451686
3800  106352  0.169539  0.829671  0.455165
3900  107015  0.170318  0.830043  0.453304
4000  107100  0.180574  0.829063  0.459504
4100  106455  0.169431  0.830979  0.461448
4200  106801  0.17426  0.831022  0.458945
4300  106977  0.176221  0.832499  0.465499
4400  106089  0.167609  0.830659  0.456155
4500  106407  0.168964  0.828901  0.452871
4600  107546  0.174725  0.827951  0.444973
4700  107019  0.16928  0.828773  0.451029
4800  105695  0.164428  0.829649  0.459491
4900  105677  0.166616  0.830504  0.461251
5000  105676  0.169987  0.831081  0.460522
5100  106305  0.173233  0.831276  0.46345
5200  107113  0.176384  0.830826  0.464726
5300  107017  0.17128  0.831455  0.465359
5400  106398  0.167124  0.829032  0.458229
5500  106043  0.169323  0.82806  0.456087
5600  107016  0.170438  0.82924  0.456664
5700  106830  0.172524  0.828147  0.453733
5800  106374  0.170074  0.826993  0.454943
5900  105522  0.169704  0.828871  0.462389
6000  106800  0.171057  0.826204  0.454293
6100  106929  0.175077  0.827223  0.455539
6200  105798  0.170769  0.826848  0.459255
6300  106570  0.175678  0.826127  0.455796
6400  105831  0.170753  0.825589  0.448366
6500  106333  0.173374  0.82439  0.440804
6600  105942  0.164793  0.826384  0.454797
6700  106544  0.174967  0.82428  0.442154
6800  106033  0.173313  0.824952  0.447664
6900  106222  0.167137  0.825149  0.452347
7000  106603  0.173871  0.825759  0.458176
7100  106446  0.173136  0.826225  0.457396
7200  105819  0.169382  0.825373  0.453237
7300  105898  0.170376  0.826143  0.461534
7400  105984  0.165123  0.828342  0.47229
7500  106171  0.167917  0.829951  0.476814
7600  106001  0.169618  0.83108  0.482382
7700  107020  0.174785  0.832228  0.485631
7800  106128  0.172415  0.831473  0.484969
7900  106073  0.172591  0.830827  0.48528
8000  105816  0.1697  0.831401  0.485382
8100  106026  0.167855  0.831518  0.485881
8200  105434  0.163765  0.831358  0.482016
8300  106717  0.169655  0.830299  0.480637
8400  105832  0.175338  0.830777  0.48415
8500  106517  0.162461  0.831543  0.480269
8600  106832  0.173061  0.834221  0.491685
8700  106099  0.163855  0.836192  0.497482
8800  106890  0.170713  0.837123  0.501712
8900  105731  0.168887  0.838316  0.508979
9000  107650  0.174612  0.836786  0.503308
9100  106522  0.170151  0.838219  0.504089
9200  106669  0.169766  0.837975  0.500308
9300  106666  0.172849  0.838868  0.504147
9400  106271  0.168011  0.839702  0.51049
9500  105946  0.164459  0.840927  0.515165
9600  106791  0.171036  0.843504  0.526811
9700  105954  0.170264  0.843242  0.524405
9800  105841  0.164769  0.842601  0.521543
9900  107604  0.166511  0.842026  0.51567
