t  meta_n  emi mean_cth  mean_gamma
0  113941  0.446056  0.907106  0.898633
100  101864  0.226536  0.927192  0.862538
200  101759  0.220559  0.919759  0.834683
300  102912  0.218176  0.911721  0.807964
400  102104  0.215991  0.902331  0.794394
500  102559  0.220317  0.88836  0.771028
600  102669  0.214883  0.885849  0.757597
700  102841  0.212144  0.886037  0.74856
800  102842  0.216577  0.867591  0.719187
900  102357  0.21637  0.856368  0.697716
1000  102213  0.216232  0.845059  0.675969
1100  102821  0.214009  0.837848  0.654995
1200  101475  0.220886  0.83076  0.643102
1300  103359  0.222094  0.827149  0.650993
1400  103498  0.219609  0.815844  0.635046
1500  102525  0.223616  0.808985  0.611042
1600  102903  0.224299  0.807345  0.616087
1700  101445  0.226808  0.808085  0.61445
1800  101866  0.21761  0.800449  0.5938
1900  101836  0.219604  0.793633  0.583066
2000  103469  0.217467  0.791203  0.572376
2100  102343  0.222334  0.791041  0.57812
2200  103426  0.220374  0.786897  0.577123
2300  102834  0.221056  0.794175  0.596034
2400  102468  0.220289  0.790946  0.585931
2500  103416  0.220518  0.780311  0.553444
2600  103507  0.214282  0.782306  0.553472
2700  101338  0.211395  0.782313  0.555113
2800  102345  0.22057  0.783628  0.561095
2900  103281  0.217531  0.780648  0.552225
3000  103190  0.213346  0.779111  0.545056
3100  102328  0.211342  0.774364  0.531202
3200  103161  0.214651  0.774406  0.533003
3300  102653  0.216888  0.774355  0.534912
3400  103407  0.212992  0.768806  0.52662
3500  102695  0.21452  0.773312  0.537249
3600  102884  0.210786  0.770316  0.528486
3700  102102  0.212443  0.769909  0.530434
3800  102555  0.215456  0.760765  0.50617
3900  102685  0.217316  0.757558  0.505327
4000  103758  0.219059  0.755841  0.505887
4100  102834  0.213746  0.75652  0.506752
4200  102314  0.218151  0.754358  0.49485
4300  102899  0.215829  0.749387  0.486095
4400  102322  0.209306  0.752296  0.498579
4500  101887  0.209155  0.753009  0.50688
4600  103671  0.213981  0.758695  0.518812
4700  101782  0.211827  0.761838  0.526565
4800  103131  0.213292  0.761084  0.523713
4900  103327  0.213417  0.761196  0.525615
5000  102940  0.213329  0.764526  0.534729
5100  102716  0.217599  0.76576  0.535704
5200  102941  0.215994  0.762269  0.518147
5300  103299  0.213183  0.760956  0.507193
5400  103008  0.208515  0.758091  0.501086
5500  101994  0.205781  0.758278  0.50626
5600  103023  0.21167  0.762295  0.51629
5700  102888  0.214937  0.761393  0.514593
5800  101968  0.209609  0.766373  0.525226
5900  102715  0.212757  0.758509  0.507796
6000  102690  0.211436  0.755631  0.496578
6100  103167  0.215141  0.75191  0.490341
6200  103173  0.21267  0.754225  0.504215
6300  102465  0.214197  0.753838  0.50215
6400  102592  0.214309  0.755914  0.508668
6500  103700  0.214139  0.758147  0.518899
6600  103153  0.213068  0.75603  0.513074
6700  102621  0.214827  0.754023  0.508973
6800  102614  0.213138  0.75266  0.501384
6900  101934  0.212099  0.749122  0.481977
7000  102952  0.2192  0.750719  0.488654
7100  103161  0.214667  0.744055  0.465188
7200  103096  0.215226  0.747078  0.471844
7300  102736  0.211866  0.747952  0.47033
7400  103090  0.210344  0.749288  0.472709
7500  102818  0.215664  0.754385  0.48411
7600  103595  0.215205  0.756774  0.491496
7700  101728  0.207815  0.7524  0.476135
7800  103060  0.210931  0.744322  0.452862
7900  102907  0.208823  0.746961  0.460868
8000  101902  0.21389  0.744658  0.451483
8100  103213  0.211219  0.743693  0.451219
8200  103117  0.209549  0.744231  0.44778
8300  102855  0.213731  0.74284  0.444345
8400  102790  0.212658  0.743881  0.451814
8500  102006  0.210653  0.743002  0.446194
8600  102932  0.210657  0.747889  0.462284
8700  102585  0.215797  0.747443  0.460029
8800  103198  0.213489  0.752242  0.473064
8900  102076  0.209693  0.759058  0.48437
9000  103071  0.215406  0.7641  0.495955
9100  102480  0.209498  0.767444  0.504032
9200  102343  0.216194  0.768197  0.502387
9300  102449  0.211459  0.764062  0.496096
9400  102422  0.210099  0.75911  0.48625
9500  102879  0.21523  0.766305  0.507244
9600  102594  0.215176  0.772666  0.523536
9700  103351  0.216233  0.776078  0.533844
9800  102674  0.213275  0.771659  0.523138
9900  102453  0.212888  0.773647  0.521055
