t  meta_n  emi mean_cth  mean_gamma
0  114145  0.447664  0.911338  0.899312
100  104467  0.217885  0.940089  0.865928
200  104660  0.208683  0.940392  0.849875
300  104649  0.207962  0.937118  0.83465
400  104353  0.207071  0.935543  0.823394
500  105444  0.21068  0.929041  0.818808
600  105052  0.218635  0.935377  0.834446
700  105044  0.205269  0.944788  0.84601
800  104682  0.202112  0.947594  0.843446
900  103759  0.199663  0.953401  0.860761
1000  104353  0.204892  0.95069  0.866377
1100  104736  0.201382  0.956687  0.879841
1200  104468  0.198633  0.963786  0.892317
1300  104970  0.206566  0.970008  0.905151
1400  105263  0.209696  0.978438  0.912488
1500  104774  0.200661  0.980491  0.924654
1600  105084  0.197686  0.984233  0.929765
1700  104939  0.19967  0.984529  0.933123
1800  106042  0.203567  0.983943  0.932805
1900  105565  0.194565  0.987618  0.937862
2000  106342  0.199306  0.98922  0.939754
2100  104876  0.19458  0.988343  0.939958
2200  105465  0.203301  0.992798  0.945504
2300  104537  0.200687  0.987967  0.941091
2400  104328  0.197719  0.990747  0.939353
2500  104446  0.198639  0.997463  0.951995
2600  105585  0.201832  0.996816  0.954551
2700  105191  0.195702  1.00123  0.960249
2800  106552  0.200824  1.00424  0.965446
2900  105060  0.199173  1.00444  0.968009
3000  105951  0.203039  1.00608  0.967966
3100  105716  0.195053  1.00845  0.970581
3200  105166  0.194523  1.00996  0.97202
3300  105254  0.199498  1.01431  0.976272
3400  105075  0.19568  1.01502  0.978581
3500  105839  0.200955  1.01622  0.980788
3600  105880  0.208177  1.01999  0.983738
3700  105765  0.195492  1.01978  0.984271
3800  105017  0.201631  1.0225  0.989356
3900  105826  0.196734  1.02332  0.989035
4000  105125  0.195136  1.02451  0.990406
4100  105543  0.198698  1.02482  0.989745
4200  104920  0.198996  1.02716  0.991347
4300  105625  0.197944  1.02618  0.990584
4400  105696  0.195071  1.02655  0.991766
4500  106274  0.196748  1.02539  0.990329
4600  105812  0.200244  1.02673  0.992762
4700  105174  0.203633  1.02829  0.994643
4800  104866  0.194696  1.02835  0.994376
4900  105829  0.198975  1.02732  0.993448
5000  105259  0.201485  1.02792  0.99463
5100  104544  0.204897  1.02866  0.996001
5200  104766  0.19776  1.02999  0.997064
5300  105529  0.197388  1.02956  0.996821
5400  105174  0.20364  1.03146  0.99808
5500  104733  0.198965  1.03131  0.997998
5600  105737  0.204377  1.03096  0.997446
5700  105754  0.199074  1.0307  0.997243
5800  104645  0.197457  1.03027  0.99779
5900  104348  0.201114  1.03084  0.998444
6000  104791  0.194534  1.03084  0.998735
6100  106048  0.198939  1.03159  0.998618
6200  105188  0.193635  1.03151  0.998968
6300  106112  0.194481  1.0316  0.998702
6400  104894  0.195508  1.03145  0.998892
6500  105626  0.205398  1.0321  0.998695
6600  105087  0.189516  1.03222  0.998977
6700  106186  0.19927  1.0331  0.999036
6800  106228  0.19544  1.03281  0.998759
6900  105160  0.198522  1.03355  0.998917
7000  105845  0.201053  1.03333  0.998953
7100  106085  0.200529  1.03293  0.998881
7200  104803  0.194348  1.03182  0.998931
7300  104958  0.194499  1.03265  0.99906
7400  104741  0.194017  1.03281  0.999248
7500  104967  0.19392  1.03265  0.999086
7600  105480  0.198715  1.03227  0.999036
7700  105587  0.198515  1.0329  0.999167
7800  105706  0.200774  1.03327  0.999132
7900  105904  0.196551  1.03438  0.999106
8000  105461  0.191603  1.03471  0.999159
8100  104622  0.197172  1.03507  0.999046
8200  105639  0.202119  1.03531  0.999176
8300  104780  0.193298  1.0349  0.999008
8400  105440  0.199046  1.03452  0.999079
8500  106193  0.201378  1.03478  0.999442
8600  105085  0.190771  1.03501  0.999558
8700  105903  0.199267  1.03479  0.999478
8800  105386  0.198797  1.03508  0.999446
8900  105220  0.192991  1.03601  0.999418
9000  105200  0.186741  1.03661  0.999452
9100  105461  0.19034  1.03702  0.999501
9200  105105  0.185024  1.0365  0.999461
9300  105010  0.193758  1.03577  0.999562
9400  104625  0.190599  1.03533  0.999392
9500  106380  0.193172  1.0353  0.999495
9600  104996  0.202531  1.03513  0.999593
9700  105601  0.186098  1.03512  0.999481
9800  105779  0.19336  1.03506  0.999494
9900  105466  0.197299  1.03447  0.999441
