t  meta_n  emi mean_cth  mean_gamma
0  113740  0.448072  0.908087  0.898675
100  105692  0.212716  0.943273  0.858238
200  105554  0.202367  0.941331  0.824772
300  105635  0.198812  0.940734  0.810142
400  105747  0.190973  0.937594  0.795262
500  105452  0.18841  0.931553  0.780947
600  105316  0.187366  0.928097  0.762258
700  105718  0.185258  0.927502  0.755371
800  105475  0.186585  0.923357  0.754881
900  105636  0.190989  0.925864  0.761808
1000  105302  0.180615  0.921923  0.751863
1100  106136  0.182365  0.925406  0.75671
1200  105335  0.185759  0.933535  0.778622
1300  105043  0.186875  0.936655  0.786859
1400  105064  0.173336  0.938261  0.782459
1500  106642  0.181431  0.938917  0.779059
1600  105791  0.18699  0.944072  0.79715
1700  107103  0.183683  0.942226  0.797614
1800  104809  0.176097  0.946227  0.807603
1900  106240  0.176939  0.944804  0.797223
2000  105299  0.179383  0.942082  0.792561
2100  106557  0.179855  0.940859  0.78871
2200  106472  0.180232  0.945737  0.803647
2300  105677  0.179971  0.951185  0.81303
2400  106410  0.177349  0.945995  0.807198
2500  106402  0.18287  0.948196  0.818421
2600  106121  0.180078  0.947931  0.819547
2700  106060  0.178609  0.943284  0.810667
2800  105895  0.175192  0.947952  0.822075
2900  106754  0.182248  0.943739  0.82064
3000  106483  0.179614  0.948605  0.832
3100  105184  0.176167  0.947012  0.830137
3200  106544  0.17733  0.951471  0.842635
3300  106588  0.182677  0.954144  0.843703
3400  106506  0.1755  0.958483  0.852847
3500  105535  0.172311  0.958484  0.851721
3600  106060  0.179502  0.963804  0.862004
3700  105255  0.175104  0.963049  0.861547
3800  106259  0.173821  0.96071  0.853585
3900  106433  0.180067  0.960765  0.853902
4000  105431  0.168623  0.959223  0.852495
4100  105075  0.174975  0.952073  0.839781
4200  105182  0.168738  0.952362  0.84053
4300  105655  0.174749  0.953162  0.843902
4400  106518  0.171031  0.955137  0.850925
4500  105764  0.173166  0.954132  0.851925
4600  106116  0.180383  0.953423  0.852953
4700  106686  0.174149  0.955222  0.856796
4800  106199  0.177525  0.951975  0.856395
4900  105261  0.171669  0.9535  0.855903
5000  105673  0.171275  0.955609  0.857655
5100  105743  0.170889  0.953574  0.851731
5200  106164  0.174526  0.951327  0.845674
5300  106886  0.179064  0.950038  0.845338
5400  106322  0.181994  0.949571  0.848341
5500  106315  0.173405  0.947575  0.844904
5600  106256  0.175609  0.94931  0.848538
5700  106048  0.165465  0.952652  0.860802
5800  105728  0.177617  0.951269  0.864361
5900  106308  0.171454  0.950128  0.861594
6000  105932  0.178126  0.951911  0.863566
6100  105576  0.175464  0.950113  0.860131
6200  105431  0.174687  0.949893  0.860312
6300  106540  0.178862  0.950002  0.864419
6400  105782  0.173385  0.948312  0.859955
6500  105906  0.168901  0.949271  0.863044
6600  105518  0.175735  0.949202  0.863695
6700  105945  0.172384  0.948077  0.865478
6800  105582  0.170074  0.951635  0.871574
6900  105216  0.172439  0.948792  0.866077
7000  105886  0.180868  0.948193  0.866417
7100  106569  0.169907  0.945757  0.860246
7200  106379  0.171526  0.948079  0.86495
7300  106166  0.176009  0.951808  0.869187
7400  105979  0.180674  0.948772  0.86384
7500  105932  0.173535  0.950197  0.865789
7600  105800  0.170214  0.945836  0.861397
7700  105492  0.177973  0.944975  0.859435
7800  105991  0.170585  0.943797  0.858195
7900  106372  0.174211  0.942244  0.856009
8000  106396  0.172437  0.943069  0.858608
8100  106209  0.166985  0.944336  0.861956
8200  106281  0.17693  0.942876  0.85863
8300  105918  0.175877  0.94268  0.859523
8400  105365  0.17062  0.944773  0.864017
8500  105641  0.172939  0.944862  0.866595
8600  107064  0.174618  0.943917  0.862266
8700  106240  0.172508  0.941286  0.860898
8800  105787  0.177026  0.943851  0.86591
8900  105983  0.173505  0.943255  0.866434
9000  105850  0.174664  0.941499  0.865619
9100  106527  0.176392  0.941204  0.865998
9200  106303  0.171798  0.940611  0.865309
9300  106400  0.178759  0.938669  0.863854
9400  106110  0.173245  0.937451  0.863114
9500  105174  0.17865  0.938104  0.863903
9600  105737  0.170896  0.937715  0.862368
9700  105815  0.173659  0.935189  0.861371
9800  106868  0.179864  0.933535  0.860105
9900  105963  0.178048  0.932717  0.858377
