t  meta_n  emi mean_cth  mean_gamma
0  102088  0.44632  0.90935  0.899234
100  76963  0.292494  0.672253  0.880127
200  77079  0.328107  0.644383  0.871427
300  77465  0.334533  0.636303  0.867251
400  77309  0.331664  0.630656  0.852169
500  76976  0.331587  0.628333  0.839821
600  76691  0.330539  0.621247  0.816764
700  78436  0.34433  0.617525  0.820229
800  77816  0.337351  0.617435  0.828067
900  78019  0.342899  0.618445  0.836439
1000  78016  0.344372  0.614508  0.822602
1100  77218  0.335244  0.622144  0.834105
1200  78460  0.340377  0.624793  0.836956
1300  77846  0.343706  0.627104  0.84025
1400  77649  0.332597  0.640292  0.855323
1500  78677  0.3354  0.635213  0.850247
1600  77304  0.339691  0.638676  0.861003
1700  77325  0.339844  0.643361  0.87385
1800  77251  0.333087  0.652475  0.880636
1900  76704  0.321913  0.658169  0.892143
2000  78386  0.328384  0.657642  0.889235
2100  76940  0.328167  0.656594  0.886565
2200  78516  0.329099  0.659902  0.892589
2300  78841  0.34069  0.656539  0.895212
2400  77564  0.326534  0.666856  0.912386
2500  78286  0.337237  0.670797  0.921847
2600  77300  0.339748  0.674034  0.925911
2700  77686  0.328479  0.683876  0.938989
2800  78702  0.326122  0.688249  0.942731
2900  78201  0.329537  0.684143  0.941757
3000  77264  0.330678  0.68779  0.950434
3100  79440  0.336324  0.691194  0.959704
3200  78765  0.337773  0.691158  0.963618
3300  78183  0.342517  0.694833  0.96826
3400  78221  0.330556  0.696436  0.967713
3500  78222  0.336692  0.696241  0.966284
3600  77597  0.342739  0.698971  0.968429
3700  77985  0.345944  0.700613  0.973521
3800  78472  0.344842  0.700551  0.975346
3900  78067  0.344975  0.705127  0.980361
4000  79335  0.349697  0.705756  0.978755
4100  77842  0.343085  0.706449  0.982981
4200  78678  0.351707  0.702448  0.974463
4300  79730  0.347917  0.70523  0.976178
4400  77605  0.334886  0.703812  0.977414
4500  79137  0.338599  0.707282  0.982077
4600  77599  0.320644  0.709846  0.986985
4700  78635  0.342159  0.711623  0.989361
4800  78791  0.338718  0.711762  0.989364
4900  78457  0.340517  0.711589  0.990326
5000  77653  0.348843  0.709802  0.988101
5100  77666  0.332499  0.708395  0.986165
5200  77425  0.331556  0.711904  0.9876
5300  78641  0.347299  0.713232  0.98912
5400  79030  0.341869  0.712962  0.989074
5500  78737  0.333572  0.714179  0.990536
5600  78132  0.327175  0.714766  0.991888
5700  77507  0.330551  0.717009  0.993622
5800  79087  0.334363  0.718141  0.993325
5900  78698  0.33262  0.719842  0.994599
6000  77143  0.329977  0.720835  0.994705
6100  78054  0.33197  0.718682  0.993623
6200  77284  0.32665  0.7193  0.993644
6300  78580  0.338177  0.718469  0.993069
6400  79265  0.336551  0.722003  0.995388
6500  78659  0.336408  0.721836  0.996018
6600  77619  0.321973  0.721358  0.995307
6700  78544  0.337306  0.722382  0.995535
6800  78443  0.333695  0.721696  0.996298
6900  79254  0.329667  0.721729  0.995168
7000  77743  0.32486  0.722545  0.994351
7100  78484  0.323725  0.723134  0.994065
7200  78688  0.330604  0.722105  0.993583
7300  79019  0.327134  0.723571  0.994858
7400  77836  0.326352  0.7232  0.994583
7500  78422  0.326263  0.725475  0.996582
7600  78076  0.32773  0.725259  0.996539
7700  77951  0.322796  0.726409  0.997204
7800  79388  0.328685  0.728381  0.998466
7900  78658  0.32557  0.729503  0.998671
8000  79106  0.332539  0.72983  0.998642
8100  77833  0.324548  0.72899  0.99956
8200  77510  0.327827  0.729407  0.999546
8300  78529  0.329925  0.728519  0.999762
8400  77676  0.325865  0.728617  0.999674
8500  77712  0.333641  0.72745  0.999954
8600  76720  0.324047  0.726626  0.999936
8700  78044  0.332278  0.727219  0.999955
8800  77864  0.331994  0.726824  0.999899
8900  77968  0.329115  0.725296  0.999882
9000  78416  0.330549  0.724518  0.999941
9100  77637  0.332788  0.724268  0.999899
9200  77507  0.335601  0.723463  0.999926
9300  77204  0.328723  0.723181  0.999956
9400  77767  0.336239  0.722226  0.999988
9500  78939  0.333142  0.721983  1
9600  78057  0.345364  0.721733  1
9700  77868  0.33248  0.722528  1
9800  78554  0.339158  0.722947  1
9900  79684  0.331697  0.722542  1
