t  meta_n  emi mean_cth  mean_gamma
0  103383  0.446064  0.909766  0.898821
100  78373  0.308163  0.671659  0.870613
200  77516  0.322271  0.646961  0.854515
300  78429  0.329699  0.648123  0.844838
400  76590  0.316241  0.648484  0.844933
500  77906  0.327599  0.649075  0.843839
600  78692  0.328968  0.647199  0.849483
700  78250  0.327267  0.65598  0.846822
800  77952  0.312919  0.652683  0.847446
900  78121  0.321625  0.653022  0.85612
1000  78815  0.321783  0.66339  0.871349
1100  78506  0.322428  0.663962  0.866245
1200  78158  0.317636  0.666039  0.864616
1300  78300  0.325325  0.657717  0.859361
1400  78270  0.327742  0.663277  0.871773
1500  78637  0.312715  0.671449  0.878444
1600  78193  0.321262  0.675906  0.890563
1700  78213  0.315232  0.677555  0.891341
1800  77784  0.311678  0.680342  0.901113
1900  79158  0.320477  0.683233  0.910992
2000  78585  0.324733  0.684328  0.911128
2100  79397  0.320011  0.683448  0.910819
2200  78525  0.321502  0.692391  0.928214
2300  77977  0.325492  0.694978  0.929118
2400  78812  0.322545  0.694832  0.926365
2500  79593  0.320185  0.699092  0.939343
2600  78716  0.32025  0.700531  0.939425
2700  80287  0.326619  0.705698  0.951589
2800  77733  0.318019  0.711493  0.961873
2900  79493  0.325559  0.714921  0.962284
3000  78089  0.317639  0.716826  0.966081
3100  78725  0.323905  0.720426  0.97243
3200  79575  0.328972  0.722528  0.973422
3300  79092  0.321297  0.725861  0.978385
3400  79113  0.324108  0.72858  0.979005
3500  78226  0.314496  0.733108  0.986952
3600  78673  0.326892  0.731424  0.985254
3700  79244  0.320278  0.734266  0.987815
3800  78662  0.307179  0.73578  0.988951
3900  78699  0.322144  0.736915  0.991413
4000  78531  0.324168  0.737595  0.992112
4100  79110  0.324426  0.735733  0.992009
4200  77937  0.314427  0.738262  0.991956
4300  79371  0.321551  0.739949  0.994088
4400  79227  0.318715  0.741232  0.993516
4500  78884  0.317462  0.743156  0.994949
4600  78647  0.32189  0.74368  0.99573
4700  79073  0.323164  0.744162  0.99609
4800  78586  0.315532  0.742186  0.996066
4900  79889  0.322137  0.741236  0.995861
5000  79021  0.32805  0.741994  0.995784
5100  77448  0.311207  0.742151  0.996173
5200  77639  0.318409  0.740901  0.996492
5300  78553  0.315684  0.740338  0.995804
5400  78808  0.315641  0.739127  0.996086
5500  78770  0.322444  0.739683  0.995744
5600  78645  0.32006  0.740078  0.99617
5700  78208  0.314558  0.741997  0.996236
5800  78708  0.320843  0.74197  0.995303
5900  79826  0.316709  0.742733  0.99637
6000  78336  0.312564  0.74191  0.996429
6100  79731  0.332379  0.741368  0.996518
6200  77588  0.314095  0.741945  0.997672
6300  79398  0.328313  0.743564  0.998873
6400  77914  0.315336  0.744974  0.999569
6500  79461  0.325219  0.745184  0.99928
6600  79216  0.328764  0.746888  0.999409
6700  78378  0.313389  0.746342  0.999263
6800  78952  0.3169  0.74735  0.999429
6900  79083  0.327052  0.747728  0.999542
7000  78590  0.308861  0.747259  0.999566
7100  77940  0.310289  0.746886  0.999606
7200  79011  0.31265  0.747034  0.999481
7300  79483  0.316638  0.74699  0.999416
7400  78854  0.321953  0.74643  0.999422
7500  79563  0.31731  0.746158  0.99952
7600  78678  0.319571  0.745133  0.999418
7700  78899  0.309506  0.746608  0.999466
7800  78976  0.31811  0.746262  0.999643
7900  78241  0.316116  0.746139  0.999639
8000  77665  0.308646  0.746438  0.999761
8100  78821  0.310741  0.746869  0.999635
8200  78943  0.319429  0.745843  0.999615
8300  79188  0.320315  0.74519  0.999558
8400  78733  0.322832  0.744152  0.999692
8500  78447  0.327896  0.744554  0.999718
8600  78474  0.314571  0.744234  0.999824
8700  78531  0.322783  0.744354  0.999637
8800  79162  0.326194  0.743598  0.999677
8900  78890  0.31526  0.744124  0.999669
9000  79469  0.326157  0.745369  0.999783
9100  78408  0.311696  0.745029  0.999737
9200  78247  0.317319  0.745479  0.999791
9300  78467  0.315802  0.745349  0.999878
9400  78551  0.314635  0.745528  0.999894
9500  79297  0.330232  0.745547  0.999791
9600  79326  0.323072  0.745739  0.999882
9700  79386  0.323227  0.746227  0.99994
9800  78420  0.309497  0.745943  0.999969
9900  78395  0.312528  0.746232  0.999919
