t  meta_n  emi mean_cth  mean_gamma
0  120951  0.443416  0.91106  0.898617
100  119532  0.162717  1.04676  0.848845
200  120030  0.151369  1.04401  0.812374
300  120026  0.143994  1.04345  0.794513
400  120402  0.142633  1.03786  0.774529
500  120791  0.1469  1.02927  0.752924
600  120167  0.140702  1.02769  0.74526
700  120437  0.13937  1.02277  0.736982
800  119759  0.135973  1.02309  0.738788
900  120217  0.141798  1.02184  0.743238
1000  120683  0.143088  1.02524  0.749216
1100  120472  0.138425  1.02943  0.757504
1200  120195  0.141299  1.02953  0.759892
1300  120379  0.137235  1.02812  0.76123
1400  119749  0.135838  1.0304  0.768255
1500  120567  0.139473  1.03327  0.776382
1600  120265  0.137372  1.03687  0.781163
1700  120628  0.13534  1.03337  0.777723
1800  120512  0.139154  1.03723  0.781678
1900  120232  0.134187  1.04216  0.796912
2000  120364  0.138223  1.04078  0.79472
2100  120050  0.13644  1.04439  0.805393
2200  120264  0.136639  1.05121  0.833544
2300  120580  0.142045  1.05567  0.841435
2400  120171  0.135349  1.06024  0.853825
2500  120418  0.138384  1.06281  0.860148
2600  120316  0.139395  1.06531  0.870661
2700  120962  0.135989  1.07006  0.881915
2800  120095  0.138693  1.07655  0.89648
2900  120576  0.142341  1.07816  0.903364
3000  120364  0.14457  1.08439  0.916425
3100  120116  0.139976  1.09038  0.929532
3200  120673  0.138922  1.09493  0.937952
3300  120907  0.142588  1.10047  0.950744
3400  120219  0.138732  1.10102  0.955136
3500  120671  0.138866  1.1022  0.958916
3600  120272  0.140957  1.10281  0.961274
3700  120558  0.13946  1.1041  0.965213
3800  120536  0.140221  1.10427  0.96488
3900  120772  0.13994  1.1062  0.968429
4000  120159  0.137138  1.10909  0.974602
4100  120196  0.139373  1.10886  0.975084
4200  120470  0.135305  1.10791  0.974116
4300  120433  0.14109  1.10819  0.974791
4400  120243  0.139747  1.1094  0.978085
4500  120292  0.138098  1.11016  0.979526
4600  121023  0.150576  1.11113  0.981425
4700  121047  0.141083  1.11126  0.98194
4800  120542  0.144498  1.11116  0.981429
4900  120325  0.145472  1.1123  0.983013
5000  120404  0.143241  1.11105  0.978978
5100  120772  0.139467  1.11218  0.980166
5200  120289  0.134641  1.11322  0.981311
5300  120218  0.139986  1.11514  0.98506
5400  120845  0.140996  1.11782  0.988902
5500  120746  0.139289  1.1181  0.990231
5600  120520  0.140428  1.11909  0.992941
5700  120436  0.138627  1.11908  0.993446
5800  120274  0.143936  1.1195  0.993851
5900  120150  0.138122  1.12106  0.995297
6000  120306  0.140876  1.12145  0.995505
6100  121173  0.146362  1.12112  0.995701
6200  120360  0.135102  1.12188  0.996265
6300  120877  0.139705  1.12238  0.997244
6400  120374  0.134229  1.12376  0.998543
6500  121214  0.136357  1.12347  0.998315
6600  120284  0.138953  1.12394  0.99855
6700  120301  0.136174  1.12364  0.998485
6800  120680  0.144702  1.12377  0.998494
6900  120798  0.134648  1.12345  0.99852
7000  120944  0.133812  1.12398  0.998771
7100  121145  0.13521  1.12431  0.998741
7200  120313  0.135849  1.12402  0.998565
7300  120508  0.138444  1.1238  0.998371
7400  120540  0.136313  1.12331  0.997954
7500  120814  0.138484  1.12284  0.997665
7600  121208  0.134917  1.12337  0.997656
7700  121045  0.139239  1.12379  0.997761
7800  120509  0.141591  1.12332  0.997587
7900  120569  0.139283  1.12411  0.997854
8000  120408  0.132958  1.1248  0.998101
8100  120852  0.134981  1.12518  0.998033
8200  120377  0.139628  1.12559  0.99829
8300  121004  0.134897  1.12526  0.99807
8400  120265  0.140499  1.12528  0.998205
8500  120195  0.128442  1.12525  0.998031
8600  120828  0.130078  1.12554  0.998361
8700  120826  0.136216  1.12528  0.998288
8800  120086  0.130777  1.12453  0.998123
8900  120858  0.139231  1.12466  0.998029
9000  121166  0.13596  1.12475  0.998213
9100  120407  0.136629  1.12443  0.997942
9200  120624  0.137199  1.12523  0.99837
9300  121322  0.133586  1.12518  0.998258
9400  120539  0.131856  1.12516  0.998289
9500  120815  0.138405  1.12479  0.997866
9600  121071  0.13508  1.1245  0.99764
9700  120505  0.13283  1.12446  0.997481
9800  120310  0.133678  1.12444  0.997407
9900  120589  0.130093  1.12516  0.99772
