t  meta_n  emi mean_cth  mean_gamma
0  120375  0.446952  0.908331  0.898619
100  120306  0.153492  1.05338  0.847452
200  120595  0.134997  1.05187  0.810743
300  120741  0.130536  1.04666  0.786043
400  120849  0.132402  1.04358  0.769804
500  120661  0.126064  1.03507  0.740922
600  120962  0.125578  1.03449  0.72993
700  121130  0.127315  1.03005  0.727557
800  120371  0.122829  1.02101  0.701505
900  121184  0.125827  1.01371  0.687878
1000  121010  0.134269  1.01437  0.691165
1100  120529  0.129293  1.01251  0.691035
1200  120857  0.121639  1.00694  0.662911
1300  120711  0.124879  1.00099  0.65214
1400  121261  0.130996  0.995434  0.639691
1500  121503  0.125732  0.99343  0.636647
1600  121224  0.128211  0.987306  0.619938
1700  121294  0.129357  0.982135  0.596708
1800  120496  0.127679  0.980664  0.611179
1900  120301  0.127594  0.984317  0.621137
2000  120834  0.13146  0.981775  0.620452
2100  121174  0.130117  0.983097  0.62329
2200  121059  0.122904  0.986221  0.639902
2300  121101  0.125648  0.985216  0.634024
2400  120778  0.129206  0.987037  0.640431
2500  121167  0.124501  0.991162  0.643237
2600  120924  0.123454  0.990682  0.649646
2700  121422  0.131169  0.994814  0.667333
2800  120633  0.121209  0.996444  0.678377
2900  121512  0.123927  0.993531  0.672806
3000  120733  0.125625  0.992405  0.675298
3100  121233  0.126674  0.992538  0.677106
3200  120994  0.125087  0.991633  0.671005
3300  120968  0.127963  0.994604  0.683893
3400  121368  0.124229  0.991303  0.674465
3500  121573  0.126114  0.988743  0.670293
3600  121236  0.126719  0.98984  0.673525
3700  121395  0.128202  0.990779  0.677857
3800  120948  0.122568  0.993101  0.692458
3900  120701  0.121925  0.992436  0.682326
4000  121383  0.124331  0.992342  0.682819
4100  120908  0.123482  0.991866  0.681474
4200  120888  0.124146  0.990308  0.677869
4300  121583  0.123268  0.988832  0.674225
4400  121620  0.126014  0.988293  0.675818
4500  121214  0.125675  0.989384  0.680195
4600  121169  0.129278  0.990696  0.680938
4700  120897  0.127265  0.990925  0.685855
4800  121094  0.122978  0.99198  0.688058
4900  121217  0.127808  0.993416  0.69258
5000  120572  0.121321  0.997062  0.713824
5100  121185  0.123638  0.998907  0.719157
5200  121566  0.126005  0.998612  0.728515
5300  120910  0.121058  1.00156  0.734819
5400  121691  0.122502  1.00175  0.734988
5500  121422  0.121639  1.00033  0.733351
5600  121532  0.122339  0.999517  0.731488
5700  121112  0.123593  1.00054  0.73315
5800  121471  0.120182  1.00031  0.730662
5900  121132  0.122701  1.00183  0.737737
6000  121197  0.121141  0.998319  0.727525
6100  120776  0.12295  0.999428  0.736381
6200  121017  0.12147  0.999153  0.735882
6300  121115  0.119672  1.00008  0.744238
6400  121270  0.120844  1.00165  0.750112
6500  121173  0.122389  1.00145  0.748122
6600  121316  0.120611  1.00116  0.747992
6700  121765  0.123126  0.999996  0.742576
6800  121281  0.117372  0.998237  0.734742
6900  121292  0.115926  0.998137  0.735076
7000  121265  0.118375  0.996823  0.733256
7100  121530  0.122597  0.997662  0.735318
7200  120995  0.124225  0.998205  0.734127
7300  121560  0.125098  0.999082  0.738563
7400  120763  0.118235  0.999148  0.736237
7500  121314  0.119148  1.00096  0.745282
7600  121182  0.119413  1.00126  0.745668
7700  121648  0.123989  1.00043  0.746527
7800  121165  0.115502  1.0024  0.755934
7900  121099  0.117915  1.00073  0.752021
8000  121244  0.119333  1.00141  0.756647
8100  120512  0.120963  1.00082  0.757955
8200  121251  0.119162  1.00119  0.761869
8300  121219  0.121166  1.00064  0.760887
8400  121377  0.123626  0.999773  0.759937
8500  121103  0.120529  1.00013  0.762728
8600  121334  0.118086  0.999978  0.762928
8700  121706  0.120845  1.00093  0.766567
8800  121013  0.120534  1.00219  0.770102
8900  121149  0.115877  1.00386  0.774942
9000  120647  0.1172  1.00387  0.773487
9100  121067  0.116397  1.00354  0.774494
9200  121142  0.12262  1.00428  0.776604
9300  120748  0.118665  1.00431  0.778327
9400  121167  0.125801  1.00443  0.77962
9500  121393  0.121242  1.00392  0.777127
9600  121008  0.118753  1.00317  0.775031
9700  121482  0.11516  1.00317  0.773098
9800  121545  0.120127  1.00576  0.781727
9900  121494  0.118709  1.00556  0.781523
