t  meta_n  emi mean_cth  mean_gamma
0  120587  0.447272  0.909037  0.89934
100  120951  0.158145  1.05472  0.846742
200  120480  0.140074  1.05051  0.81012
300  120168  0.136445  1.04351  0.788003
400  120982  0.140072  1.03292  0.765271
500  120061  0.133302  1.03109  0.756148
600  120745  0.13716  1.02744  0.738818
700  120656  0.134146  1.02484  0.731209
800  120730  0.134654  1.0203  0.723509
900  120820  0.13588  1.01521  0.713113
1000  120207  0.130042  1.01622  0.711118
1100  120332  0.134649  1.01231  0.703748
1200  120562  0.132293  1.00845  0.692073
1300  120415  0.142281  1.00134  0.672546
1400  120912  0.132397  1.00323  0.680769
1500  120833  0.132905  1.00514  0.685839
1600  120235  0.134771  1.00707  0.698724
1700  120791  0.13654  1.01314  0.719794
1800  120759  0.13611  1.01498  0.723754
1900  120640  0.136903  1.01632  0.731706
2000  120905  0.140912  1.01987  0.740141
2100  121437  0.137128  1.02698  0.757877
2200  120875  0.13256  1.02986  0.762274
2300  120911  0.135773  1.03373  0.774861
2400  120898  0.131537  1.04098  0.798413
2500  120699  0.138355  1.04406  0.806507
2600  121201  0.130394  1.05126  0.82458
2700  121204  0.136986  1.05132  0.824939
2800  120875  0.128226  1.05378  0.835825
2900  120634  0.133295  1.05678  0.84786
3000  120485  0.133169  1.05902  0.856362
3100  120955  0.13056  1.06264  0.871433
3200  120945  0.125259  1.06648  0.881029
3300  121551  0.13501  1.07158  0.893079
3400  120711  0.130247  1.07428  0.899284
3500  120822  0.13162  1.07592  0.903238
3600  121064  0.126215  1.07636  0.903485
3700  120734  0.134652  1.07978  0.912225
3800  120715  0.133416  1.08192  0.917909
3900  120478  0.129334  1.08282  0.92079
4000  120810  0.13128  1.08358  0.919213
4100  120964  0.132198  1.08652  0.926858
4200  120313  0.130675  1.08954  0.935373
4300  121483  0.136688  1.09058  0.938004
4400  121233  0.13062  1.09364  0.946997
4500  120893  0.131403  1.09537  0.951211
4600  120976  0.134414  1.09998  0.961888
4700  121421  0.133826  1.09885  0.95981
4800  120777  0.128026  1.10064  0.962823
4900  120591  0.124195  1.10228  0.963696
5000  120510  0.127737  1.10407  0.966744
5100  120754  0.130916  1.10551  0.970727
5200  120281  0.126584  1.1046  0.967922
5300  121083  0.129905  1.10502  0.967511
5400  121225  0.131656  1.10581  0.967401
5500  120481  0.122756  1.10793  0.971049
5600  121416  0.12679  1.1085  0.971886
5700  121301  0.125857  1.10807  0.971721
5800  120831  0.130547  1.10868  0.972913
5900  120968  0.126964  1.10878  0.974523
6000  120961  0.124725  1.11171  0.98027
6100  121128  0.124117  1.11201  0.980959
6200  121346  0.126086  1.11107  0.980092
6300  120708  0.124003  1.11139  0.981055
6400  120800  0.121493  1.11333  0.984163
6500  121032  0.124306  1.11458  0.985751
6600  121159  0.127479  1.11584  0.9885
6700  121015  0.122931  1.11558  0.988645
6800  121308  0.130689  1.11565  0.989756
6900  121531  0.129068  1.11629  0.99107
7000  120929  0.124379  1.11639  0.991465
7100  121012  0.130629  1.11693  0.992932
7200  121028  0.132129  1.11561  0.99166
7300  121365  0.128366  1.11631  0.992511
7400  121063  0.124307  1.11612  0.991784
7500  121490  0.129846  1.11592  0.991838
7600  121315  0.130197  1.11609  0.992679
7700  121167  0.123002  1.1163  0.993165
7800  121108  0.127941  1.1159  0.992836
7900  120751  0.120252  1.11549  0.992196
8000  121033  0.125655  1.11567  0.992887
8100  121558  0.13132  1.11662  0.993594
8200  121438  0.123855  1.11659  0.993687
8300  120636  0.122044  1.11654  0.993496
8400  121136  0.127943  1.11703  0.993916
8500  121523  0.133532  1.11741  0.994314
8600  121263  0.128559  1.11685  0.993931
8700  120653  0.127014  1.11635  0.993251
8800  120118  0.122889  1.11692  0.994168
8900  121075  0.124582  1.11667  0.99373
9000  120902  0.123611  1.11613  0.993295
9100  121299  0.130475  1.11596  0.992858
9200  120535  0.127034  1.11614  0.992687
9300  121046  0.11988  1.11533  0.991024
9400  120747  0.124488  1.11392  0.989421
9500  120954  0.125225  1.11363  0.989038
9600  122064  0.130509  1.1142  0.989086
9700  120587  0.126833  1.11493  0.990283
9800  121207  0.124288  1.11592  0.992001
9900  121629  0.130498  1.11572  0.991379
