t  meta_n  emi mean_cth  mean_gamma
0  120779  0.446136  0.909393  0.898919
100  120699  0.158182  1.05586  0.85503
200  120766  0.140579  1.05704  0.82559
300  120391  0.130059  1.05589  0.80848
400  120631  0.135865  1.04855  0.796188
500  120546  0.134377  1.04197  0.7769
600  121270  0.128038  1.03615  0.757011
700  120657  0.127181  1.02489  0.73284
800  120365  0.127909  1.02931  0.737137
900  120649  0.129216  1.02289  0.725215
1000  120954  0.132811  1.02268  0.727711
1100  120760  0.128387  1.02406  0.736095
1200  120853  0.134931  1.01712  0.729593
1300  121006  0.13476  1.01919  0.736832
1400  121017  0.127309  1.02096  0.740548
1500  120802  0.129627  1.02205  0.742585
1600  120766  0.127516  1.02543  0.75399
1700  121374  0.129597  1.02927  0.763355
1800  121398  0.13038  1.03065  0.765577
1900  120801  0.126081  1.03488  0.772689
2000  120814  0.1273  1.04162  0.790259
2100  120810  0.122977  1.04258  0.800469
2200  120867  0.120038  1.04068  0.796185
2300  121068  0.122472  1.04018  0.799233
2400  120951  0.124781  1.03795  0.790291
2500  121265  0.124609  1.03798  0.786703
2600  121456  0.126802  1.0414  0.799007
2700  121046  0.126165  1.0395  0.792847
2800  121251  0.12531  1.04027  0.796334
2900  121271  0.121068  1.04095  0.798964
3000  120873  0.121027  1.03804  0.789076
3100  120599  0.116703  1.04177  0.799612
3200  121291  0.122289  1.04702  0.813798
3300  120978  0.122021  1.04855  0.821899
3400  121206  0.123783  1.04905  0.82696
3500  121060  0.123771  1.04855  0.827757
3600  120624  0.12337  1.04944  0.830748
3700  120679  0.12784  1.05092  0.839162
3800  121384  0.125881  1.05116  0.842453
3900  121439  0.13125  1.04955  0.838959
4000  120966  0.123159  1.05094  0.842473
4100  120672  0.125495  1.0518  0.849339
4200  121114  0.120429  1.05461  0.858908
4300  121390  0.130826  1.05426  0.858208
4400  120773  0.123022  1.05663  0.862269
4500  120766  0.125909  1.06098  0.875005
4600  121012  0.126637  1.0638  0.882109
4700  121130  0.12634  1.06719  0.889688
4800  120610  0.127935  1.06685  0.893406
4900  120991  0.124788  1.06313  0.884016
5000  121223  0.12725  1.05898  0.874487
5100  120755  0.123086  1.06125  0.879801
5200  120887  0.12764  1.06319  0.885524
5300  120742  0.11891  1.06288  0.883968
5400  121190  0.127943  1.06478  0.886872
5500  121237  0.128414  1.06368  0.886468
5600  120915  0.121583  1.06462  0.888071
5700  121010  0.127246  1.0654  0.890454
5800  121509  0.125245  1.06552  0.893211
5900  121671  0.125783  1.06621  0.897535
6000  120745  0.121907  1.06979  0.906336
6100  121511  0.125351  1.06775  0.903362
6200  121302  0.127203  1.06773  0.904229
6300  121296  0.125609  1.06799  0.904575
6400  121592  0.122737  1.06486  0.894562
6500  120713  0.124355  1.06771  0.900901
6600  121001  0.121718  1.06584  0.896673
6700  121953  0.128228  1.0633  0.889865
6800  121447  0.125737  1.06192  0.889105
6900  121550  0.127236  1.05884  0.884362
7000  121646  0.126709  1.05798  0.884379
7100  121089  0.122221  1.05887  0.885122
7200  121031  0.122624  1.05829  0.883716
7300  121262  0.129195  1.05956  0.884996
7400  121550  0.127934  1.05755  0.882006
7500  120893  0.122679  1.06052  0.891073
7600  120779  0.125752  1.0595  0.886277
7700  121184  0.127606  1.05942  0.885802
7800  121276  0.124584  1.06417  0.897913
7900  121290  0.126909  1.06534  0.90102
8000  120768  0.120902  1.06593  0.900759
8100  120994  0.125013  1.06482  0.89725
8200  120886  0.12152  1.06424  0.897911
8300  121125  0.122753  1.0658  0.903267
8400  121358  0.124479  1.06451  0.902698
8500  121039  0.128585  1.06686  0.907769
8600  121045  0.117985  1.06795  0.912906
8700  120926  0.123899  1.06815  0.914202
8800  121060  0.127875  1.06832  0.914655
8900  120757  0.121325  1.06504  0.904622
9000  120797  0.124093  1.06479  0.906687
9100  120940  0.11986  1.06635  0.911239
9200  121263  0.126266  1.06841  0.916803
9300  121202  0.123942  1.0698  0.921386
9400  121289  0.126659  1.0717  0.92483
9500  121397  0.124055  1.07315  0.926517
9600  121866  0.127457  1.07184  0.926051
9700  120613  0.123951  1.07231  0.927779
9800  121363  0.123174  1.07042  0.926281
9900  120871  0.119705  1.06988  0.923298
