t  meta_n  emi mean_cth  mean_gamma
0  120368  0.444176  0.911875  0.899184
100  119696  0.138213  1.07682  0.824348
200  120357  0.12507  1.0623  0.745287
300  120765  0.125133  1.03793  0.66282
400  121110  0.118998  1.02022  0.60601
500  121843  0.121224  1.00172  0.556519
600  120984  0.121292  0.988826  0.512957
700  121269  0.126906  0.972232  0.468595
800  121050  0.124054  0.965608  0.437897
900  121243  0.126492  0.959822  0.415694
1000  120717  0.122715  0.952259  0.392709
1100  120802  0.122254  0.94918  0.37754
1200  120981  0.122981  0.94464  0.363482
1300  121171  0.12366  0.945134  0.352921
1400  121220  0.12303  0.938154  0.331701
1500  120391  0.118924  0.932231  0.316776
1600  121501  0.117844  0.931878  0.307154
1700  121317  0.121261  0.930508  0.300304
1800  120940  0.122184  0.928963  0.295076
1900  121060  0.116498  0.924796  0.276959
2000  121223  0.12063  0.925682  0.274215
2100  121625  0.121285  0.923907  0.262996
2200  122056  0.119996  0.920651  0.256757
2300  121601  0.119677  0.91984  0.247001
2400  121770  0.120375  0.917642  0.239946
2500  120995  0.122524  0.912732  0.230036
2600  120687  0.120705  0.912637  0.231011
2700  121676  0.119761  0.912787  0.227524
2800  120698  0.115829  0.912155  0.218955
2900  121143  0.119316  0.911239  0.221881
3000  121735  0.118917  0.913428  0.225179
3100  120993  0.120289  0.911086  0.218266
3200  121281  0.119222  0.911667  0.227787
3300  121076  0.117909  0.913395  0.230604
3400  121269  0.121658  0.91213  0.223477
3500  121059  0.117897  0.911489  0.221401
3600  121767  0.119331  0.910625  0.218391
3700  121226  0.120684  0.908467  0.205675
3800  121166  0.118162  0.906732  0.199179
3900  120958  0.115422  0.906523  0.20225
4000  121539  0.119751  0.906779  0.197812
4100  121614  0.116516  0.90574  0.191739
4200  121419  0.117377  0.905075  0.186095
4300  121022  0.11988  0.904684  0.190522
4400  121353  0.124515  0.905501  0.189758
4500  120781  0.117306  0.907557  0.202413
4600  121313  0.115131  0.906678  0.196104
4700  121348  0.118377  0.906965  0.199048
4800  121156  0.122296  0.907045  0.197863
4900  121684  0.120581  0.906051  0.192006
5000  121084  0.118432  0.903882  0.18006
5100  121575  0.118569  0.903842  0.176425
5200  121379  0.118025  0.903224  0.174628
5300  121220  0.118343  0.903105  0.173766
5400  121936  0.120136  0.903565  0.177098
5500  121534  0.119731  0.903679  0.172656
5600  120856  0.119398  0.902201  0.165464
5700  121211  0.118601  0.903456  0.169938
5800  121577  0.117214  0.903865  0.173983
5900  121451  0.117105  0.904095  0.17579
6000  121010  0.116543  0.903679  0.175208
6100  121842  0.117765  0.903627  0.172846
6200  121759  0.120657  0.902283  0.165099
6300  121429  0.116335  0.903092  0.170011
6400  120946  0.118211  0.904691  0.174605
6500  121198  0.112786  0.903436  0.174912
6600  121359  0.119752  0.902413  0.170609
6700  121286  0.11888  0.90259  0.169573
6800  120968  0.114888  0.903017  0.173378
6900  121576  0.116359  0.902467  0.171661
7000  121125  0.117771  0.901792  0.170079
7100  121244  0.115866  0.900799  0.16321
7200  121405  0.118891  0.900279  0.157442
7300  121531  0.118071  0.900071  0.157128
7400  121417  0.118743  0.899558  0.153292
7500  120975  0.117079  0.899362  0.152332
7600  121343  0.115423  0.899934  0.156335
7700  121722  0.118203  0.899687  0.156901
7800  121521  0.119714  0.899944  0.15957
7900  121764  0.117313  0.899169  0.149886
8000  121716  0.118252  0.89848  0.146941
8100  121615  0.115407  0.89813  0.140359
8200  121387  0.116541  0.898058  0.140151
8300  121063  0.117103  0.898564  0.138769
8400  121503  0.117731  0.898049  0.140467
8500  121504  0.114836  0.898025  0.14067
8600  121425  0.115751  0.898445  0.140737
8700  120955  0.117374  0.898729  0.1447
8800  121542  0.116552  0.899315  0.14727
8900  121269  0.121372  0.899484  0.144595
9000  121701  0.118612  0.898846  0.1422
9100  120964  0.116671  0.898709  0.139886
9200  120904  0.114531  0.897684  0.132426
9300  121479  0.117295  0.898684  0.136837
9400  120704  0.114409  0.898819  0.135954
9500  120842  0.112968  0.89863  0.131734
9600  121693  0.114117  0.899533  0.135332
9700  121236  0.11816  0.900404  0.139239
9800  121212  0.11659  0.900612  0.139023
9900  121480  0.116675  0.900945  0.139689
