t  meta_n  emi mean_cth  mean_gamma
0  120130  0.445584  0.911564  0.899207
100  120147  0.13503  1.07171  0.83624
200  120470  0.127744  1.06028  0.777254
300  120698  0.126228  1.04101  0.715059
400  120854  0.126582  1.02491  0.667011
500  120826  0.126261  1.00958  0.615354
600  121403  0.124964  0.990353  0.568932
700  121127  0.125548  0.983551  0.541544
800  121149  0.121673  0.97684  0.505113
900  120666  0.123404  0.965065  0.479004
1000  121198  0.121261  0.961716  0.462268
1100  121159  0.119151  0.959932  0.455761
1200  121032  0.122424  0.955726  0.443863
1300  121209  0.125234  0.950029  0.43414
1400  121085  0.119815  0.948973  0.417827
1500  121265  0.119461  0.948693  0.420796
1600  120780  0.119119  0.944609  0.401727
1700  121220  0.120206  0.941917  0.39394
1800  121448  0.117397  0.940824  0.391167
1900  120543  0.115588  0.940241  0.388094
2000  121577  0.118478  0.93853  0.381087
2100  120930  0.118061  0.935871  0.370162
2200  122312  0.123451  0.934159  0.370589
2300  121013  0.11808  0.933957  0.35921
2400  121381  0.119163  0.930574  0.350999
2500  121150  0.11872  0.931944  0.34935
2600  120987  0.121416  0.932029  0.346779
2700  121043  0.1166  0.931343  0.34463
2800  121177  0.114987  0.929323  0.338999
2900  121190  0.113948  0.929459  0.344215
3000  121539  0.121101  0.928154  0.339075
3100  121368  0.118295  0.928615  0.343061
3200  121399  0.113698  0.931032  0.350708
3300  121411  0.116094  0.931174  0.357914
3400  121248  0.112266  0.9304  0.352861
3500  121857  0.117737  0.928311  0.343396
3600  121326  0.111262  0.928204  0.342438
3700  121805  0.118905  0.92929  0.34597
3800  121577  0.116106  0.927078  0.33536
3900  120783  0.11538  0.926344  0.323445
4000  121221  0.113294  0.925254  0.318436
4100  121279  0.113189  0.923915  0.316229
4200  121824  0.115648  0.924967  0.314271
4300  121050  0.115703  0.925581  0.321333
4400  121402  0.117402  0.926268  0.330889
4500  121393  0.115221  0.927544  0.337372
4600  121577  0.11498  0.92861  0.345783
4700  120918  0.11218  0.930385  0.352033
4800  121494  0.114877  0.930592  0.35634
4900  121441  0.115158  0.928732  0.344504
5000  121832  0.116344  0.928766  0.339343
5100  121277  0.114211  0.929613  0.35005
5200  120981  0.112184  0.930325  0.353434
5300  120963  0.117507  0.929298  0.349118
5400  121215  0.112099  0.928528  0.343519
5500  121349  0.115375  0.928572  0.337828
5600  121565  0.115893  0.928447  0.339059
5700  121519  0.114991  0.927146  0.335156
5800  121171  0.114763  0.927743  0.33853
5900  121558  0.11584  0.929416  0.349892
6000  121574  0.117107  0.930711  0.35962
6100  121532  0.114008  0.930903  0.360117
6200  121207  0.112979  0.931124  0.357196
6300  120505  0.112296  0.930957  0.363653
6400  121365  0.117795  0.929525  0.359197
6500  121677  0.117564  0.929588  0.353365
6600  121938  0.116179  0.930283  0.354947
6700  120952  0.112124  0.929649  0.349766
6800  121377  0.11202  0.928424  0.343957
6900  121571  0.112564  0.928532  0.341357
7000  121471  0.113087  0.929557  0.34412
7100  121508  0.116193  0.929948  0.348295
7200  120872  0.113616  0.93051  0.353889
7300  121440  0.114037  0.932513  0.366237
7400  121243  0.111285  0.93247  0.368079
7500  121373  0.112201  0.930595  0.356878
7600  121513  0.113687  0.931609  0.362139
7700  121420  0.111636  0.931261  0.359702
7800  121357  0.111934  0.930055  0.355411
7900  121685  0.115048  0.930214  0.352077
8000  121512  0.111603  0.930032  0.349458
8100  121271  0.113403  0.93088  0.353531
8200  121361  0.111999  0.930338  0.349273
8300  122424  0.113959  0.931509  0.35764
8400  121493  0.112609  0.929787  0.347022
8500  121786  0.113997  0.930234  0.34903
8600  121088  0.112282  0.929836  0.346795
8700  121392  0.111988  0.929545  0.342234
8800  121521  0.114694  0.930398  0.350129
8900  121493  0.113189  0.930037  0.349077
9000  121414  0.113241  0.930477  0.354438
9100  122102  0.114778  0.931359  0.359232
9200  122166  0.114716  0.930676  0.354769
9300  121554  0.113532  0.931746  0.358839
9400  121392  0.112278  0.931907  0.358009
9500  121492  0.114886  0.93274  0.36339
9600  121696  0.114574  0.932383  0.364662
9700  121465  0.11655  0.932398  0.36412
9800  121392  0.11425  0.934013  0.374838
9900  120812  0.110728  0.933523  0.373054
