t  meta_n  emi mean_cth  mean_gamma
0  120965  0.445552  0.910399  0.899121
100  118592  0.173299  1.04692  0.842004
200  119171  0.157779  1.04614  0.796537
300  119119  0.148872  1.04155  0.750588
400  119528  0.141661  1.03208  0.721083
500  118965  0.142785  1.02344  0.693896
600  118895  0.144987  1.00836  0.652887
700  119122  0.140721  0.996698  0.612507
800  119212  0.1418  0.987358  0.598163
900  119691  0.143519  0.980314  0.582015
1000  119432  0.146273  0.96908  0.565409
1100  118965  0.147859  0.95904  0.536349
1200  119555  0.149377  0.950396  0.514808
1300  119160  0.148599  0.943213  0.495038
1400  119062  0.140933  0.94084  0.489701
1500  118645  0.141514  0.941281  0.480965
1600  119203  0.14214  0.93377  0.466603
1700  119822  0.146307  0.926945  0.443463
1800  118848  0.144719  0.915044  0.415601
1900  119216  0.147036  0.913586  0.411468
2000  119450  0.147793  0.912676  0.410223
2100  119461  0.144814  0.909895  0.396881
2200  119113  0.147067  0.908488  0.382456
2300  119643  0.150865  0.902558  0.370576
2400  119230  0.149811  0.896955  0.3614
2500  119831  0.14758  0.895623  0.344862
2600  119568  0.146147  0.892565  0.336714
2700  119421  0.149875  0.892191  0.335505
2800  119200  0.147287  0.890623  0.337305
2900  119097  0.15002  0.884182  0.322793
3000  119290  0.146449  0.885201  0.321442
3100  119032  0.147874  0.889086  0.341075
3200  119023  0.150434  0.886981  0.334906
3300  119175  0.149235  0.885795  0.332627
3400  118868  0.148823  0.882867  0.324615
3500  119913  0.148187  0.882792  0.321572
3600  119574  0.14845  0.88153  0.316437
3700  119227  0.14769  0.880324  0.313939
3800  119047  0.14926  0.882134  0.324582
3900  119310  0.152638  0.878972  0.309665
4000  119693  0.149834  0.879032  0.310734
4100  119170  0.149841  0.880863  0.32111
4200  119695  0.151581  0.879239  0.31685
4300  119124  0.150806  0.87772  0.30887
4400  119018  0.14738  0.876295  0.306291
4500  119687  0.144744  0.877959  0.307177
4600  119435  0.147751  0.881213  0.319033
4700  118875  0.149706  0.883192  0.32881
4800  119263  0.148931  0.880782  0.319327
4900  119391  0.143473  0.882265  0.317001
5000  118773  0.144208  0.880286  0.312945
5100  119080  0.150343  0.882575  0.32249
5200  119449  0.148528  0.879259  0.315279
5300  119197  0.145993  0.876309  0.304662
5400  119279  0.146421  0.877314  0.311849
5500  118833  0.146219  0.879436  0.320301
5600  119470  0.147675  0.880752  0.32638
5700  119389  0.147397  0.877993  0.314951
5800  119312  0.146147  0.877709  0.313707
5900  119042  0.148185  0.881388  0.32713
6000  119385  0.143468  0.880075  0.322169
6100  119260  0.147966  0.881437  0.329519
6200  119016  0.147977  0.88078  0.325127
6300  119470  0.145095  0.881005  0.326799
6400  119581  0.147958  0.878851  0.315571
6500  118844  0.1494  0.878958  0.312558
6600  119298  0.14928  0.880188  0.316784
6700  119307  0.147998  0.877403  0.307569
6800  119502  0.14367  0.876171  0.302129
6900  119383  0.144651  0.874101  0.292598
7000  119197  0.145647  0.874071  0.292165
7100  118901  0.147515  0.876576  0.297804
7200  119223  0.145153  0.877594  0.302913
7300  119573  0.145447  0.876012  0.29577
7400  119032  0.145685  0.8777  0.296204
7500  119689  0.149108  0.879492  0.302285
7600  119392  0.145818  0.8794  0.299411
7700  119176  0.146159  0.88234  0.308636
7800  119031  0.145602  0.884437  0.313853
7900  119532  0.143677  0.887427  0.327047
8000  119343  0.14217  0.888036  0.3284
8100  119093  0.145146  0.890516  0.337427
8200  118883  0.145763  0.892695  0.341743
8300  119387  0.145906  0.895468  0.352242
8400  119075  0.144253  0.901037  0.3694
8500  120134  0.148332  0.90459  0.378983
8600  118992  0.147361  0.908972  0.391792
8700  119531  0.148031  0.910479  0.397899
8800  120003  0.144738  0.907029  0.388699
8900  119557  0.148023  0.905644  0.386991
9000  119391  0.147993  0.906946  0.38671
9100  118576  0.146193  0.914874  0.409526
9200  119505  0.147702  0.908439  0.396403
9300  119795  0.147035  0.905417  0.388744
9400  119792  0.146969  0.908175  0.400207
9500  119652  0.149458  0.908382  0.403634
9600  119274  0.14637  0.91012  0.412617
9700  119233  0.148808  0.912627  0.421755
9800  119715  0.145998  0.910014  0.411521
9900  119413  0.144445  0.907349  0.406205
