t  meta_n  emi mean_cth  mean_gamma
0  120850  0.4474  0.908883  0.898741
100  119204  0.141787  1.0869  0.809053
200  120258  0.126318  1.06739  0.708352
300  120712  0.12206  1.0467  0.635116
400  120956  0.118064  1.02986  0.568641
500  121620  0.120011  1.0133  0.516329
600  121193  0.124016  0.992129  0.46534
700  120799  0.121232  0.980616  0.432272
800  121020  0.12352  0.974897  0.407928
900  121828  0.125518  0.967902  0.384478
1000  121331  0.123171  0.964651  0.371209
1100  121386  0.127398  0.956956  0.347011
1200  121304  0.118038  0.955989  0.331196
1300  120692  0.119194  0.951475  0.323498
1400  121561  0.118923  0.950953  0.305648
1500  121191  0.113073  0.946886  0.284927
1600  121011  0.118487  0.940277  0.269628
1700  120971  0.115604  0.937484  0.259874
1800  121526  0.115935  0.938316  0.258017
1900  121151  0.117258  0.936158  0.242677
2000  121358  0.119179  0.932801  0.234645
2100  121324  0.117191  0.932699  0.228243
2200  121615  0.120875  0.929264  0.220489
2300  121251  0.119576  0.927969  0.211435
2400  121537  0.11762  0.923579  0.20758
2500  122221  0.119216  0.921202  0.195679
2600  121248  0.11774  0.920665  0.194458
2700  121175  0.120023  0.919048  0.18843
2800  120813  0.115788  0.922064  0.190727
2900  121323  0.118442  0.920395  0.185737
3000  121041  0.114814  0.918953  0.173294
3100  121361  0.116817  0.915142  0.160181
3200  121567  0.116742  0.913756  0.156603
3300  121470  0.115608  0.912074  0.144142
3400  121373  0.116294  0.911737  0.143738
3500  121577  0.113134  0.915288  0.142506
3600  121586  0.116205  0.91425  0.139196
3700  121360  0.111651  0.913545  0.144743
3800  121285  0.112747  0.912154  0.13645
3900  120952  0.11834  0.911037  0.136779
4000  121503  0.115055  0.910037  0.132394
4100  121400  0.116975  0.909702  0.129383
4200  121175  0.118735  0.911747  0.134378
4300  121960  0.113826  0.912904  0.141067
4400  121975  0.115124  0.913443  0.139104
4500  121744  0.113604  0.911775  0.129282
4600  121142  0.116806  0.910377  0.121107
4700  121325  0.11041  0.911203  0.119592
4800  121732  0.113871  0.911395  0.115532
4900  121171  0.111057  0.912511  0.114191
5000  121585  0.114467  0.912418  0.115615
5100  121651  0.112375  0.911472  0.114768
5200  121466  0.11468  0.911545  0.119561
5300  121586  0.111993  0.910923  0.115043
5400  121356  0.11519  0.910913  0.118041
5500  121473  0.114317  0.91071  0.115619
5600  121144  0.114484  0.909369  0.111004
5700  121164  0.113389  0.908939  0.104274
5800  121693  0.115938  0.908857  0.105589
5900  121175  0.1115  0.908695  0.102492
6000  121662  0.112581  0.907651  0.100524
6100  121202  0.111925  0.907303  0.0983612
6200  121290  0.112651  0.907097  0.0963875
6300  121371  0.115307  0.906806  0.0947022
6400  121275  0.11292  0.905715  0.0919294
6500  121483  0.116537  0.905888  0.0929054
6600  121022  0.113265  0.906559  0.0936281
6700  121560  0.115609  0.906868  0.0948996
6800  121154  0.114693  0.905266  0.0888773
6900  121302  0.110235  0.904622  0.0872794
7000  121225  0.11164  0.904989  0.0869407
7100  120961  0.110699  0.903716  0.0837267
7200  120720  0.111559  0.904257  0.0887017
7300  121433  0.113952  0.904114  0.0851501
7400  121408  0.115284  0.905037  0.0889032
7500  121408  0.11383  0.905198  0.0876143
7600  121132  0.113808  0.905475  0.0850403
7700  121169  0.109523  0.905927  0.0858655
7800  121346  0.116623  0.906097  0.0919873
7900  121055  0.113471  0.905511  0.0902822
8000  121264  0.112232  0.905765  0.0919467
8100  120964  0.113541  0.904573  0.0830887
8200  121681  0.113651  0.903805  0.0773843
8300  121616  0.114908  0.903955  0.0762037
8400  121583  0.113216  0.904352  0.074854
8500  122078  0.116004  0.904084  0.073459
8600  121684  0.113704  0.904394  0.0743274
8700  121553  0.112923  0.904314  0.0728921
8800  121336  0.113157  0.904419  0.0733303
8900  121747  0.114126  0.904577  0.0749258
9000  121099  0.11122  0.904783  0.0755135
9100  121494  0.113683  0.904981  0.076776
9200  121016  0.111257  0.904878  0.0827884
9300  121137  0.11668  0.905072  0.0856564
9400  121610  0.11321  0.904671  0.0823496
9500  121064  0.113991  0.90523  0.086092
9600  121423  0.114056  0.905583  0.0841395
9700  121561  0.11298  0.904843  0.081426
9800  121699  0.111909  0.905579  0.0814623
9900  121046  0.112361  0.906166  0.0812789
