t  meta_n  emi mean_cth  mean_gamma
0  120461  0.444752  0.910482  0.899343
100  120305  0.143052  1.07715  0.813307
200  120765  0.123873  1.06146  0.72148
300  120392  0.123985  1.0372  0.644977
400  120979  0.121862  1.01681  0.58402
500  120551  0.126274  0.996297  0.529267
600  120663  0.118292  0.985933  0.497178
700  121423  0.125469  0.975996  0.459912
800  120988  0.127104  0.965175  0.419341
900  120531  0.121756  0.959635  0.396218
1000  121016  0.123962  0.951029  0.375872
1100  121353  0.127191  0.948743  0.362857
1200  121451  0.125335  0.941911  0.348125
1300  121048  0.12531  0.933973  0.324394
1400  121175  0.124496  0.935488  0.313302
1500  120990  0.125172  0.928556  0.292807
1600  121157  0.122945  0.928696  0.284716
1700  120828  0.121282  0.927951  0.280398
1800  121349  0.120252  0.925426  0.270384
1900  121006  0.124246  0.923412  0.260582
2000  120582  0.123389  0.918737  0.244937
2100  120924  0.117346  0.919742  0.246353
2200  121361  0.119898  0.922589  0.241205
2300  121160  0.117289  0.922325  0.243129
2400  120885  0.117042  0.920275  0.240766
2500  121312  0.123009  0.91963  0.238251
2600  121243  0.119  0.920599  0.249378
2700  120904  0.11996  0.922155  0.251557
2800  121325  0.119027  0.923146  0.249015
2900  121425  0.115397  0.921202  0.240531
3000  121092  0.117411  0.922987  0.246341
3100  121409  0.118053  0.924319  0.251416
3200  121254  0.115314  0.925212  0.251971
3300  121551  0.116272  0.92519  0.256888
3400  121709  0.116239  0.9234  0.238809
3500  121244  0.111842  0.921702  0.232202
3600  121529  0.113467  0.921098  0.223405
3700  121620  0.116503  0.921414  0.229503
3800  121324  0.11349  0.919666  0.231952
3900  121903  0.117628  0.919291  0.222941
4000  120772  0.114402  0.917688  0.217708
4100  121130  0.115578  0.917308  0.218008
4200  121395  0.115719  0.91879  0.217628
4300  121624  0.11559  0.917855  0.216502
4400  121119  0.115056  0.919874  0.229665
4500  122016  0.11661  0.918813  0.218019
4600  121609  0.116219  0.918432  0.219369
4700  121183  0.116174  0.917134  0.218738
4800  121418  0.112713  0.917363  0.218747
4900  121412  0.114071  0.917517  0.219077
5000  121504  0.113951  0.917314  0.220413
5100  120804  0.112875  0.915654  0.214987
5200  121243  0.115951  0.91411  0.208786
5300  121477  0.115673  0.915036  0.210582
5400  121332  0.113646  0.916085  0.210343
5500  121257  0.113174  0.914839  0.204411
5600  121215  0.111059  0.913778  0.200576
5700  121211  0.111822  0.914101  0.194642
5800  121477  0.113799  0.912459  0.185213
5900  121264  0.110876  0.914301  0.190417
6000  121880  0.114151  0.915209  0.196981
6100  121148  0.112495  0.914532  0.195427
6200  121385  0.108633  0.915905  0.200065
6300  121506  0.114189  0.914851  0.193324
6400  121246  0.112401  0.914586  0.194137
6500  121248  0.115288  0.91406  0.188112
6600  121142  0.109348  0.913121  0.178683
6700  121569  0.112778  0.912798  0.178296
6800  121248  0.111466  0.910936  0.169183
6900  121671  0.114964  0.910285  0.164246
7000  121056  0.110211  0.910627  0.168187
7100  121575  0.113154  0.911806  0.175207
7200  121756  0.114928  0.91204  0.174282
7300  121478  0.11478  0.910424  0.168146
7400  121961  0.117008  0.909949  0.171655
7500  121317  0.116712  0.910145  0.176097
7600  121569  0.116737  0.909335  0.177199
7700  121893  0.115875  0.910012  0.179666
7800  121372  0.11707  0.909554  0.176933
7900  121649  0.113852  0.909944  0.182751
8000  121007  0.114971  0.909861  0.186652
8100  121188  0.113917  0.909771  0.182734
8200  121529  0.119721  0.909694  0.183123
8300  121113  0.115385  0.909825  0.178343
8400  121142  0.116528  0.910192  0.177019
8500  120721  0.113279  0.908908  0.170134
8600  121329  0.117145  0.908644  0.165086
8700  121442  0.113251  0.908301  0.165394
8800  121625  0.118186  0.908339  0.16704
8900  121295  0.116074  0.90841  0.170416
9000  121809  0.114718  0.908428  0.170965
9100  121731  0.117802  0.908263  0.170426
9200  121531  0.114315  0.907919  0.170869
9300  121794  0.114235  0.907631  0.167715
9400  121350  0.113032  0.908506  0.175052
9500  121261  0.115726  0.90744  0.174617
9600  121071  0.115138  0.907455  0.171551
9700  121338  0.115999  0.907693  0.172539
9800  121472  0.115623  0.908077  0.171586
9900  121208  0.11547  0.908269  0.171235
